Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Canada,CAN,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,7.55,8.21,8.48,8.58,9.14,10.04,10.18,9.72,9.07,8.25,8.56,8.54,8.32,8.43,8.36,8.58,8.57,9.13,8.85,8.71,8.87,9.16,9.08,9.22,9.13,9.27,9.41,9.35,0
Canada,CAN,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.08,54.4,53.42,54.07,54.27,53.22,52.73,52.94,55.29,56.71,56.45,57.31,57.69,57.45,56.69,57.74,59.18,59.05,53.48,53.12,54.21,53.14,54.15,54.25,54.47,54.1,55.42,55.41,56.15,48.86
Canada,CAN,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,1.2,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0.3,0,0,0.5,0.5,0,0.4,0,0,0,0.3,0,0,0.2,0,0,0.3,0,0.3,0.4,0.4,0.4,0.4,0.4,0,0,0
Canada,CAN,Income share held by lowest 20%,SI.DST.FRST.20,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,6.8,0,0,0,0,0,7.3,0,0,0,0,0,7.6,0,0,0,7.7,0,0,7.6,0,0,7.4,7.1,0,7.1,0,0,0,7,0,0,7.2,0,0,7.2,0,6.9,6.7,7.1,6.9,7.3,7.1,0,0,0
Canada,CAN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,15.28,15.88,16.36,16.93,17.13,16.78,17.06,17.28,17.32,17.36,17.57,18.08,18.41,18.85,18.94,18.84,18.69,18.56,18.58,0
Canada,CAN,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.06,0,0,0,0.06,0,0,0.04,0,0,0.05,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0
Canada,CAN,"Prevalence of overweight (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,9,9.2,9.4,9.7,9.9,10,10.2,10.4,10.6,10.8,11,11.2,11.3,11.5,11.6,11.7,11.7,11.8,11.8,11.8
Canada,CAN,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,0,0,30.9,0,28.5,0,26.3,0,24.5,0,22.7,0,0
Canada,CAN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,86,87,88,88,89,90,93,87,90,86,90,90,89,89,88,91,91,93,95,94,92,91,89,87,91,91,91,91,91,91,91,91,0
Canada,CAN,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,1,1,1,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5
Canada,CAN,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.7,8.8,8.8,9,9.1,9.3,9.5,9.7,10,10.4,0
Canada,CAN,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.04,0,0,0,0,0,0,0,0,0,70.59,0,0,83.09,90.53,95.55,97.61,88.22,90.1,90.54,89.21,0,59.5,60.25,59.11,0,59.55,0,0,0,0,63.6,63.77,63.07,61.66,63.47,63.98,65.33,65.61,64.79,66.44,68.92,70.11,75.7,0
Canada,CAN,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.24,0,0,0,0,0,0
Canada,CAN,"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89,6.7,6.64,0,0,0,0,5.95,5.82,0,6.54,7.08,7.2,7.36,6.98,7.18,7.54,7.85,7.75,8.06,8.35,8.64,0
Canada,CAN,"Secondary education, duration (years)",SE.SEC.DURS,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Canada,CAN,"Children out of school, primary, male",SE.PRM.UNER.MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42354,42960,48272,51344,49022,48074,48829,40099,53084,17551,20848,36078,38476,56050,44580,0,9916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.87,98.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.02,103.76,100.98,0,0,0,0,0,97.2,96.75,96.97,98.54,99.49,99.3,0,0,0,0,0,0,0,0,0
Canada,CAN,Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,Coverage of social safety net programs in 2nd quintile (% of population),per_sa_allsa.cov_q2_tot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.31,1.3,1.29,1.28,1.27,1.26,1.26,1.26,1.27,1.27,1.27,1.29,1.28,1.27,1.26,1.29,1.27,1.3,1.3,1.3,1.28,1.28,1.3,1.31,1.34,1.3,1.3,1.29,1.33,1.32
Canada,CAN,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,0,0,0,0,0,0,0,0,0,0,21.34,21.39,21.42,23.55,24.48,21.43,22.26,21.06,20.84,22.69,22.81,23.27,20.61,20.66,21.58,21.18,19.63,20.81,21.66,20.86,18.42,15.66,14.58,15.41,17.61,19.63,20.13,20.84,20.46,21.83,24.42,23.29,22.29,22.5,24.18,24.96,25.01,24.77,24.61,18.84,19.7,21.26,21.3,21.93,22.51,19.87,19.38,20.1,19.98,20.28,19.1
Canada,CAN,GNI (current LCU),NY.GNP.MKTP.CN,0,0,0,0,0,0,0,0,0,0,90807644000,99120962000,1.11E+11,1.3E+11,1.55E+11,1.75E+11,2.01E+11,2.21E+11,2.44E+11,2.78E+11,3.13E+11,3.56E+11,3.75E+11,4.09E+11,4.48E+11,4.85E+11,5.09E+11,5.57E+11,6.07E+11,6.48E+11,6.7E+11,6.79E+11,6.93E+11,7.22E+11,7.64E+11,8.03E+11,8.31E+11,8.79E+11,9.09E+11,9.74E+11,1.08E+12,1.11E+12,1.16E+12,1.22E+12,1.31E+12,1.39E+12,1.47E+12,1.55E+12,1.63E+12,1.54E+12,1.63E+12,1.74E+12,1.79E+12,1.87E+12,1.96E+12,1.96E+12,2E+12,2.11E+12,2.2E+12,2.28E+12,2.18E+12
Canada,CAN,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.05,0.15,1.13,1.02,0.95,1.06,0.98,2.62,2.3,1.3,0.28,0.83,0.93,0.88,0.23,0.56,0.4,0.4,0.38,0.34,0.58,0.91,0.78,0.52,1.02,0.95,0.72,0.97,2.01,2.06,1.09,1.58,2.13,2.18,1.43,1.06,1.43,0.15,0,0,0,0,0.01,0,0,0,0.07,0.05,0
Canada,CAN,Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,0,-792150626.8,-635699520.6,-779796223.2,-906007005.8,-1014561987,-1242445411,-1191692508,-1262178379,-1083972610,-1878370000,-2147173000,-1671316000,-1415009000,-678294000,-848025000,-1680493000,-3288471000,-2817488000,-2962339000,-2878106000,-1609000000,-2471000000,-2680000000,-2353000000,-1753000000,-3014000000,-1369000000,-1464000000,-1633000000,-1935000000,-3375000000,-3744000000,-2770000000,-2088000000,-2646000000,-3235000000,1114000000,542000000,1409000000,1011000000,-121000000,717000000,874000000,243000000,451000000,-246000000,-982000000,-326000000,-853000000,-1374000000,-1031000000,-1027000000,-108000000,-560000000,-864000000,1318000000,-809000000,5056000000,739000000,-185000000
Canada,CAN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,0,0,0,0,0,0,0,0,0,0,73406920842,83214311717,95366927249,1.1E+11,1.32E+11,1.44E+11,1.71E+11,1.74E+11,1.8E+11,1.94E+11,2.17E+11,2.46E+11,2.52E+11,2.75E+11,2.87E+11,2.96E+11,3.08E+11,3.48E+11,4.08E+11,4.54E+11,4.77E+11,4.96E+11,4.76E+11,4.65E+11,4.66E+11,4.87E+11,5.04E+11,5.27E+11,5.08E+11,5.45E+11,6E+11,5.91E+11,6.16E+11,7.27E+11,8.34E+11,9.54E+11,1.08E+12,1.2E+12,1.26E+12,1.11E+12,1.32E+12,1.46E+12,1.49E+12,1.51E+12,1.47E+12,1.26E+12,1.24E+12,1.35E+12,1.4E+12,1.42E+12,0
Canada,CAN,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,0,0,0,0,0,0,0,0,0,0,902979778.5,1001698826,1154966431,1247252140,1420485674,1616169550,1753027916,1945964011,2170112588,2554250221,2855156554,3100240139,3246933617,3399092420,3749937468,3922890193,3926872700,4381621927,4903887452,5293296178,5274501351,5467928211,5908616622,6249244361,6691356257,7150301365,7632650895,8201839935,8673197583,9153706260,9921420100,10241978792,10464946560,11607775124,12194113547,13044337441,14000156369,14695969657,15049460433,14688480060,15053308311,15579740860,16078929339,16776535410,18192396823,19101986924,19571064433,20612899776,21583100435,22410950403,0
Canada,CAN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.72,26.83,27.87,29.5,28.45,27.57,27.91,28.39,29.21,28.85,28.69,29.34,25.08,26.35,27.14,26.63,26.61,27.14,24.42,23.3,24.03,24.62,0,0
Canada,CAN,"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23905503000,25080860000,27189995000,27726399000,27768799000,26842909000,29379985000,32007776000,32254285000,31905228000,30024854000,32188221000,30552384000,30950743000,32215830000,32634896000,38211926000,35664990000,37218000000,38749317000,39639709000,39486873000,40670119000,42023949000
Canada,CAN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,0,7480255449,7594733340,7854369043,8918902585,10166208353,11787616836,12634558505,14340936627,16708226654,17327973969,19613784908,23413476109,28460153985,38774028630,41679119151,46807302231,48954395863,53336547734,63191053440,70921142662,79017432647,67407797682,74471762415,87539186163,92626876602,98835552357,1.08E+11,1.29E+11,1.42E+11,1.49E+11,1.52E+11,1.58E+11,1.69E+11,1.83E+11,2E+11,2.09E+11,2.37E+11,2.41E+11,2.6E+11,2.87E+11,2.68E+11,2.71E+11,2.95E+11,3.37E+11,3.86E+11,4.31E+11,4.71E+11,5.07E+11,4.12E+11,5.02E+11,5.71E+11,5.9E+11,5.89E+11,5.89E+11,5.34E+11,5.17E+11,5.55E+11,5.9E+11,5.84E+11,5.17E+11
Canada,CAN,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,0,0,5.13,4.34,5.48,5.51,5.8,4.85,4.96,4.85,3.62,4.93,5.96,6.21,5.3,4.62,4.1,3.12,2.41,1.94,2.02,1.32,-1.47,2.08,3.37,4.63,2.91,3.18,3.79,3.15,1.91,-0.11,1.33,1.25,1.71,1.32,1.61,3.41,2.53,3.48,3.9,2.66,3.54,2.78,2.75,3.17,3.82,3.88,3.2,0.78,3.22,2.01,1.57,1.69,2.03,2.07,2.02,3.26,2.64,1.74,-4.56
Canada,CAN,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,0,99627596700,1.05E+11,1.1E+11,1.16E+11,1.22E+11,1.32E+11,1.43E+11,1.52E+11,1.59E+11,1.72E+11,1.78E+11,1.84E+11,1.92E+11,2.04E+11,2.17E+11,2.2E+11,2.28E+11,2.3E+11,2.32E+11,2.39E+11,2.43E+11,2.46E+11,2.48E+11,2.54E+11,2.64E+11,2.68E+11,2.72E+11,2.8E+11,2.87E+11,2.96E+11,3.03E+11,3.06E+11,3.05E+11,3.02E+11,2.99E+11,2.93E+11,2.91E+11,2.97E+11,3.03E+11,3.14E+11,3.24E+11,3.32E+11,3.41E+11,3.48E+11,3.51E+11,3.61E+11,3.7E+11,3.84E+11,3.94E+11,4.03E+11,4.08E+11,4.11E+11,4.08E+11,4.1E+11,4.16E+11,4.23E+11,4.32E+11,4.45E+11,4.53E+11,4.54E+11
Canada,CAN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,15.18,17.87,15.5,14.71,15.62,15.49,14.67,14.83,14.1,14.35,15.42,16.27,15.3
Canada,CAN,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,5818000000,6085000000,6213000000,6777000000,8037000000,8473000000,10005000000,11000000000,13171000000,14350000000,16787000000,18374000000,21185000000,26437000000,34508000000,34074000000,40598000000,43545000000,48432000000,58294000000,67734000000,72726000000,71234000000,76749000000,90272000000,90950000000,90329000000,98168000000,1.17E+11,1.22E+11,1.28E+11,1.27E+11,1.34E+11,1.45E+11,1.65E+11,1.92E+11,2.02E+11,2.14E+11,2.14E+11,2.38E+11,2.77E+11,2.6E+11,2.52E+11,2.73E+11,3.17E+11,3.6E+11,3.88E+11,4.21E+11,4.56E+11,3.16E+11,3.87E+11,4.51E+11,4.56E+11,4.58E+11,4.76E+11,4.1E+11,3.9E+11,4.21E+11,4.51E+11,4.47E+11,3.91E+11
Canada,CAN,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,27.95,24.37,26.12,26,25.36,24.76,26.25,30.45,30.63,33.78,31.03,32.11,34.63,33.52,33.2,30,32.92,31.85,32.92,35.42,35.85,32.32,33.49,30.3,31.13,30.89,35.44,33.27,34.43,34.32,30.73,30.14,29.7,31.63,34.13,34.95,35.94,36.19,39.34,41.17,41.05,41.09,42.25,43.5,42.21,39.87,38.24,36.48,36.35,39.46,36.55,36.49,37.37,37.58,37.44,37.15,37.24,37.6,39.9,41.85,55.38
Canada,CAN,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,0,0,68.95,66.9,68.54,70.79,72.83,75.37,76.6,79.22,78.23,78.72,79.45,78.32,74.12,73.58,74.5,75.85,76.96,76.24,71.65,73.21,75.1,78.87,80.06,81.64,82.6,82.52,83.55,81.54,80.03,81.18,81.67,82.21,83.07,82.77,81.74,82.63,84.41,85.23,84.15,82.96,83.57,82.04,81.02,78.9,78.22,77.37,73.88,75.62,74.77,72.36,73.74,73.93,74.35,77.26,77.83,77.46,76.82,77.31,76.36
Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02,0,0,0,3.59,0,6.69,5.43,1.99,1.44,1.01,1.31,1.6,1.49,2.46,1.51,1.46,1.45,1.54,1.54,1.7,1.46,1.38,1.4,1.45,1.43,1.65,1.56,1.52,1.47,1.51,1.49
Canada,CAN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,29.39,29.67,29.44,29.36,31.27,31.36,32.85,33.23,35.43,35.84,35.35,35.1,36.45,38.95,42.86,40.37,39.13,40.46,43.32,47.28,47.57,46.61,41.26,41.56,47.29,47.04,46.58,44.23,45.3,42.76,42.24,41.28,44.51,49.24,55.43,59.7,59.95,63.41,66.31,67.6,70.01,65.92,63.09,57.82,58.12,58.21,56.64,55.21,56.37,46.99,48.86,51.02,50.97,50.58,52.7,53.98,52.55,52.41,53.39,52.26,48.91
Canada,CAN,Rural population growth (annual %),SP.RUR.TOTL.ZG,0,0.02,-0.9,-0.93,-0.94,-1.04,-0.94,-0.17,-0.37,-0.63,-0.61,1.14,1.66,1.72,1.89,1.95,1.76,1.01,0.83,0.83,1.13,1.03,0.52,0.32,0.27,0.24,0.37,1.23,1.21,1.71,1.42,1.08,0.04,-0.05,-0.06,-0.13,-0.2,-0.79,-0.96,-0.98,-0.88,-0.54,0.7,0.51,0.54,0.56,0.55,0.04,0.15,0.21,0.18,0.14,0.87,0.84,0.79,0.53,0.91,0.93,1.08,1.03,0.66
Canada,CAN,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,57.58,57.92,57.95,57.7,57.2,56.47,55.34,53.86,52.17,50.43,48.72,46.75,45.02,43.42,41.78,40.07,38.76,37.31,35.86,34.58,33.55,32.76,32.15,31.72,31.37,31.08,30.9,30.74,30.6,30.49,30.41,30.4,30.43,30.43,30.33,30.11,29.94,29.58,29.09,28.57,28.07,27.5,27,26.53,26.04,25.54,25.1,24.68,24.31,24.01,23.77,23.74,23.65,23.56,23.51,23.53,23.5,23.59,23.72,23.83,23.86
Canada,CAN,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,2.64,2.6,2.57,2.55,2.54,2.55,2.53,2.55,2.58,2.62,2.67,2.71,2.73,2.76,2.81,2.87,2.92,2.98,3.06,3.12,3.15,3.15,3.13,3.11,3.12,3.16,3.22,3.3,3.4,3.5,3.57,3.59,3.6,3.6,3.6,3.61,3.61,3.61,3.62,3.63,3.63,3.61,3.58,3.56,3.57,3.62,3.68,3.77,3.89,4.04,4.21,4.38,4.6,4.84,5.07,5.27,5.37,5.42,5.45,5.5,5.59
Canada,CAN,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,6.84,6.64,6.45,6.28,6.18,6.14,6.2,6.35,6.59,6.88,7.19,7.48,7.8,8.14,8.47,8.76,8.89,8.95,8.97,8.99,9.05,9.15,9.27,9.39,9.5,9.59,9.68,9.75,9.77,9.68,9.47,9.19,8.8,8.36,7.95,7.63,7.38,7.21,7.09,6.99,6.91,6.88,6.86,6.85,6.85,6.85,6.89,6.96,7.03,7.12,7.19,7.21,7.18,7.09,6.99,6.92,7,7.13,7.28,7.39,7.42
Canada,CAN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,33.73,33.85,33.86,33.76,33.58,33.29,32.85,32.27,31.59,30.86,30.13,29.27,28.5,27.77,27,26.17,25.51,24.76,24,23.32,22.76,22.31,21.96,21.7,21.48,21.28,21.14,21.01,20.89,20.78,20.69,20.65,20.63,20.6,20.52,20.38,20.26,20.04,19.76,19.46,19.16,18.84,18.55,18.27,17.98,17.68,17.4,17.14,16.89,16.68,16.49,16.42,16.3,16.17,16.06,15.99,15.9,15.87,15.87,15.85,15.78
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.26,68.39,68.45,68.41,68.63,68.76,68.78,68.92,69.09,69.16,69.32,69.6,69.49,69.67,69.74,69.99,70.3,70.64,70.92,71.32,71.6,72,72.3,72.7,72.9,73.1,73.3,73.5,73.7,73.9,74.3,74.5,74.7,74.8,74.9,75.2,75.4,75.7,76,76.3,76.6,76.9,77.1,77.4,77.6,77.9,78.1,78.3,78.5,78.8,79.1,79.4,79.6,79.7,79.8,79.9,79.9,79.9,80,80,0
Canada,CAN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5.1,5.8,0
Canada,CAN,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.68,20.17,19.76,18.55,18.45,18.04,21.96,21.75,20.07,18.35,17.26,15.91,14.62,14.02,15.17,16.9,17.38,17.27,16.7,16.05,16.25,15.89,15.29,14.23,13.9,13.33,13.22,13.19,13.09,12.78,12.37,12.32,12.74,14.36,14.1,13.62,13.79,13.48,13.9,13.82,13.5,12.58,12.84,12.36,17.93
Canada,CAN,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,14.49,14.43,13.7,13.19,13.8,15.3,13.61,12.68,11.4,11.11,11.71,11.8,11.85,10.62,10.41,10.06,10.11,12.22,12.52,12.39,12.74,12.24,11.91,11.24,11.3,9.89,9.61,9.68,19.48
Canada,CAN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.49,58.42,57.83,57.66,57.52,57.47,57.46,57.78,58.38,58.91,59.4,59.76,60.91,61.89,61.99,61.66,61.88,62.5,62.55,62.42,62.4,62.16,62.12,62.17,61.55,61.22,61.28,61.48,61.3,61.44,59.51
Canada,CAN,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,0,41.19,0,0,0,0,0,0,0,0,0,49.27,0,0,0,0,58.16,59.26,60.4,62.37,63.89,64.82,63.82,64.49,65.02,65.84,67.08,67.51,68.02,68.46,67.34,66.1,64.46,62.24,61.86,61.34,60.37,59.21,60.11,61.56,62.88,63.24,65.26,66.48,66.07,65.7,66.23,66.49,66.8,65.26,64.82,64.45,63.69,63.83,64.63,64.42,64.02,63.98,63.33,65.1,61.56
